"Duration","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
275,"2019-04-01 13:38:42","2019-04-01 13:43:17",31508,"Gallaudet / 8th St & Florida Ave NE",31617,"Bladensburg Rd & Benning Rd NE","W22531","Member"
301,"2019-04-01 13:38:46","2019-04-01 13:43:48",31108,"4th & M St SW",31243,"4th & C St SW","W22487","Member"
4531,"2019-04-01 13:39:09","2019-04-01 14:54:40",31293,"31st & Water St NW",31293,"31st & Water St NW","W21623","Casual"
770,"2019-04-01 13:39:14","2019-04-01 13:52:05",31241,"Thomas Circle",31264,"6th St & Indiana Ave NW","W01155","Member"
3490,"2019-04-01 13:39:30","2019-04-01 14:37:41",31233,"17th & K St NW / Farragut Square",31227,"13th St & New York Ave NW","W23998","Member"
321,"2019-04-01 13:39:41","2019-04-01 13:45:03",31404,"9th & Upshur St NW",31402,"14th St Heights / 14th & Crittenden St NW","W24036","Member"
4529,"2019-04-01 13:39:50","2019-04-01 14:55:20",31293,"31st & Water St NW",31293,"31st & Water St NW","W24155","Casual"
1486,"2019-04-01 13:40:00","2019-04-01 14:04:46",31077,"Iwo Jima Memorial / Meade & 14th St N",31002,"Crystal Dr & 20th St S","W22446","Casual"
5917,"2019-04-01 13:40:00","2019-04-01 15:18:37",31219,"10th St & Constitution Ave NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W20358","Casual"
127,"2019-04-01 13:40:05","2019-04-01 13:42:13",31639,"2nd & G St NE",31616,"3rd & H St NE","W22957","Member"
482,"2019-04-01 13:40:10","2019-04-01 13:48:12",31917,"N Lynn St & Fairfax Dr",31312,"Wisconsin Ave & O St NW",75705,"Member"
592,"2019-04-01 13:40:13","2019-04-01 13:50:05",32001,"Fenton St & New York Ave ",32056,"East West Hwy & 16th St","W23349","Member"
5880,"2019-04-01 13:40:18","2019-04-01 15:18:19",31219,"10th St & Constitution Ave NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W23446","Casual"
462,"2019-04-01 13:40:22","2019-04-01 13:48:04",31291,"Vermont Ave & I St NW",31203,"14th & Rhode Island Ave NW","W20200","Member"
2415,"2019-04-01 13:40:42","2019-04-01 14:20:58",31269,"3rd St & Pennsylvania Ave SE",31247,"Jefferson Dr & 14th St SW","W00489","Member"
2386,"2019-04-01 13:41:07","2019-04-01 14:20:53",31269,"3rd St & Pennsylvania Ave SE",31247,"Jefferson Dr & 14th St SW","W21834","Member"
1723,"2019-04-01 13:41:21","2019-04-01 14:10:04",31272,"Washington & Independence Ave SW/HHS",31321,"15th St & Constitution Ave NW","W23757","Member"
1695,"2019-04-01 13:41:25","2019-04-01 14:09:41",31272,"Washington & Independence Ave SW/HHS",31321,"15th St & Constitution Ave NW","W21014","Member"
2332,"2019-04-01 13:41:39","2019-04-01 14:20:32",31269,"3rd St & Pennsylvania Ave SE",31247,"Jefferson Dr & 14th St SW","W01316","Member"
2319,"2019-04-01 13:42:04","2019-04-01 14:20:44",31269,"3rd St & Pennsylvania Ave SE",31247,"Jefferson Dr & 14th St SW","W22507","Member"
592,"2019-04-01 13:42:13","2019-04-01 13:52:05",31237,"25th St & Pennsylvania Ave NW",31279,"19th & G St NW","W23864","Casual"
545,"2019-04-01 13:42:19","2019-04-01 13:51:24",31265,"5th St & Massachusetts Ave NW",31269,"3rd St & Pennsylvania Ave SE","W00212","Member"
3205,"2019-04-01 13:42:47","2019-04-01 14:36:12",31258,"Lincoln Memorial",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W23169","Casual"
3109,"2019-04-01 13:43:03","2019-04-01 14:34:52",31258,"Lincoln Memorial",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01406","Casual"
1742,"2019-04-01 13:43:08","2019-04-01 14:12:11",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31269,"3rd St & Pennsylvania Ave SE","W22063","Member"
346,"2019-04-01 13:43:09","2019-04-01 13:48:55",31620,"5th & F St NW",31238,"14th & G St NW",75484,"Member"
529,"2019-04-01 13:43:12","2019-04-01 13:52:01",31607,"13th & E St SE",31623,"Columbus Circle / Union Station","W22712","Member"
725,"2019-04-01 13:43:15","2019-04-01 13:55:20",31323,"Woodley Park Metro / Calvert St & Connecticut Ave NW",31250,"20th & L St NW","W21487","Member"
4566,"2019-04-01 13:43:34","2019-04-01 14:59:41",31293,"31st & Water St NW",31225,"C & O Canal & Wisconsin Ave NW","W00354","Casual"
834,"2019-04-01 13:43:42","2019-04-01 13:57:36",31124,"14th & Irving St NW",31239,"Rhode Island & Connecticut Ave NW","W22232","Member"
1458,"2019-04-01 13:43:53","2019-04-01 14:08:12",31233,"17th & K St NW / Farragut Square",31258,"Lincoln Memorial","W20136","Member"
557,"2019-04-01 13:44:10","2019-04-01 13:53:28",31029,"N Veitch St & 20th St N",31236,"37th & O St NW / Georgetown University","W21369","Member"
220,"2019-04-01 13:44:30","2019-04-01 13:48:10",31286,"11th & O St NW",31263,"10th & K St NW",75658,"Member"
350,"2019-04-01 13:44:33","2019-04-01 13:50:24",31286,"11th & O St NW",31600,"5th & K St NW","W21782","Member"
923,"2019-04-01 13:44:45","2019-04-01 14:00:09",31200,"Massachusetts Ave & Dupont Circle NW",31247,"Jefferson Dr & 14th St SW","W23003","Member"
510,"2019-04-01 13:44:50","2019-04-01 13:53:20",31103,"16th & Harvard St NW",31213,"17th & K St NW","W24159","Member"
1732,"2019-04-01 13:45:14","2019-04-01 14:14:06",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31238,"14th & G St NW","W01001","Casual"
266,"2019-04-01 13:45:14","2019-04-01 13:49:40",31205,"21st & I St NW",31204,"20th & E St NW","W20280","Member"
1030,"2019-04-01 13:45:26","2019-04-01 14:02:36",31257,"22nd & I St NW / Foggy Bottom",31257,"22nd & I St NW / Foggy Bottom","W20734","Casual"
378,"2019-04-01 13:45:26","2019-04-01 13:51:45",31512,"Neal St & Trinidad Ave NE",31615,"6th & H St NE","W23279","Member"
738,"2019-04-01 13:45:35","2019-04-01 13:57:53",31205,"21st & I St NW",31251,"12th & L St NW","W22885","Member"
1864,"2019-04-01 13:45:36","2019-04-01 14:16:41",31812,"16th & Q St SE / Anacostia HS",31626,"15th St & Massachusetts Ave SE","W21630","Member"
563,"2019-04-01 13:45:40","2019-04-01 13:55:04",31505,"Eckington Pl & Q St NE",31600,"5th & K St NW","W20706","Member"
613,"2019-04-01 13:46:29","2019-04-01 13:56:42",31296,"Columbia & Ontario Rd NW",31107,"Lamont & Mt Pleasant NW","W20770","Member"
713,"2019-04-01 13:46:29","2019-04-01 13:58:23",31657,"Massachusetts Ave & 6th St NE",31655,"New Jersey Ave & F St NW",78166,"Member"
486,"2019-04-01 13:46:48","2019-04-01 13:54:54",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31622,"13th & D St NE","W24111","Member"
1189,"2019-04-01 13:47:00","2019-04-01 14:06:50",31288,"4th St & Madison Dr NW",31284,"18th & C St NW","W22577","Member"
714,"2019-04-01 13:47:07","2019-04-01 13:59:01",31299,"Connecticut Ave & R St NW",31305,"Connecticut Ave & Newark St NW / Cleveland Park","W21319","Member"
487,"2019-04-01 13:47:24","2019-04-01 13:55:32",31256,"10th & E St NW",31277,"17th & G St NW","W23536","Member"
289,"2019-04-01 13:47:30","2019-04-01 13:52:20",31281,"8th & O St NW",31111,"10th & U St NW",78349,"Member"
1509,"2019-04-01 13:47:37","2019-04-01 14:12:47",31633,"Independence Ave & L'Enfant Plaza SW/DOE",31243,"4th & C St SW","W22689","Casual"
1066,"2019-04-01 13:47:46","2019-04-01 14:05:32",31214,"17th & Corcoran St NW",31639,"2nd & G St NE","W20212","Member"
227,"2019-04-01 13:47:53","2019-04-01 13:51:40",31299,"Connecticut Ave & R St NW",31229,"New Hampshire Ave & T St NW","W23036","Member"
1113,"2019-04-01 13:48:19","2019-04-01 14:06:52",31258,"Lincoln Memorial",31276,"15th & L St NW","W23915","Member"
234,"2019-04-01 13:48:35","2019-04-01 13:52:30",31400,"Georgia & New Hampshire Ave NW",31404,"9th & Upshur St NW","W00782","Member"
968,"2019-04-01 13:48:39","2019-04-01 14:04:48",31643,"1st & D St SE",31272,"Washington & Independence Ave SW/HHS","W21604","Casual"
591,"2019-04-01 13:48:58","2019-04-01 13:58:50",31272,"Washington & Independence Ave SW/HHS",31619,"Lincoln Park / 13th & East Capitol St NE ","W01167","Member"
129,"2019-04-01 13:49:03","2019-04-01 13:51:13",31042,"Market Square / King St & Royal St",31903,"Royal St & Wilkes St",75702,"Member"
937,"2019-04-01 13:49:06","2019-04-01 14:04:44",31643,"1st & D St SE",31272,"Washington & Independence Ave SW/HHS","W22178","Casual"
539,"2019-04-01 13:49:20","2019-04-01 13:58:19",31622,"13th & D St NE",31623,"Columbus Circle / Union Station","W22728","Member"
482,"2019-04-01 13:49:23","2019-04-01 13:57:25",32026,"Carroll & Ethan Allen Ave",32026,"Carroll & Ethan Allen Ave","W00650","Member"
615,"2019-04-01 13:49:30","2019-04-01 13:59:45",31643,"1st & D St SE",31230,"Metro Center / 12th & G St NW","W22694","Member"
220,"2019-04-01 13:50:03","2019-04-01 13:53:43",31230,"Metro Center / 12th & G St NW",31620,"5th & F St NW",77450,"Member"
259,"2019-04-01 13:50:06","2019-04-01 13:54:26",31275,"New Hampshire Ave & 24th St NW",31285,"22nd & P ST NW","W20351","Member"
793,"2019-04-01 13:50:10","2019-04-01 14:03:23",31107,"Lamont & Mt Pleasant NW",31307,"3000 Connecticut Ave NW / National Zoo","W23996","Member"
3696,"2019-04-01 13:50:13","2019-04-01 14:51:50",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW","W21168","Casual"
123,"2019-04-01 13:50:26","2019-04-01 13:52:30",31616,"3rd & H St NE",31639,"2nd & G St NE","W22957","Member"
605,"2019-04-01 13:50:27","2019-04-01 14:00:33",31212,"21st & M St NW",31110,"20th St & Florida Ave NW",75650,"Member"
67045,"2019-04-01 13:50:44","2019-04-02 08:28:09",31253,"19th & K St NW",31204,"20th & E St NW","W24010","Member"
3406,"2019-04-01 13:50:52","2019-04-01 14:47:38",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW","W23556","Casual"
2997,"2019-04-01 13:50:54","2019-04-01 14:40:51",31269,"3rd St & Pennsylvania Ave SE",31258,"Lincoln Memorial","W23561","Member"
921,"2019-04-01 13:51:00","2019-04-01 14:06:22",31413,"3rd & Underwood St NW",32043,"Veterans Pl & Pershing Dr ","W23673","Member"
474,"2019-04-01 13:51:36","2019-04-01 13:59:30",31234,"20th & O St NW / Dupont South",31312,"Wisconsin Ave & O St NW","W23371","Member"
2946,"2019-04-01 13:51:49","2019-04-01 14:40:55",31269,"3rd St & Pennsylvania Ave SE",31258,"Lincoln Memorial","W23200","Member"
2920,"2019-04-01 13:52:01","2019-04-01 14:40:41",31269,"3rd St & Pennsylvania Ave SE",31258,"Lincoln Memorial","W01190","Member"
555,"2019-04-01 13:52:02","2019-04-01 14:01:17",31615,"6th & H St NE",31230,"Metro Center / 12th & G St NW","E00134","Member"
370,"2019-04-01 13:52:15","2019-04-01 13:58:26",31203,"14th & Rhode Island Ave NW",31216,"14th St & New York Ave NW",78254,"Member"
590,"2019-04-01 13:52:26","2019-04-01 14:02:17",31321,"15th St & Constitution Ave NW",31228,"8th & H St NW","W23835","Member"
450,"2019-04-01 13:52:29","2019-04-01 13:59:59",31229,"New Hampshire Ave & T St NW",31118,"3rd & Elm St NW",78364,"Member"
473,"2019-04-01 13:52:32","2019-04-01 14:00:26",31230,"Metro Center / 12th & G St NW",31223,"Convention Center / 7th & M St NW","W24140","Casual"
2647,"2019-04-01 13:52:51","2019-04-01 14:36:58",31260,"23rd & E St NW ",31220,"US Dept of State / Virginia Ave & 21st St NW","W01235","Member"
143,"2019-04-01 13:53:09","2019-04-01 13:55:33",31269,"3rd St & Pennsylvania Ave SE",31610,"Eastern Market / 7th & North Carolina Ave SE","W00415","Member"
2523,"2019-04-01 13:53:34","2019-04-01 14:35:38",31260,"23rd & E St NW ",31260,"23rd & E St NW ","W01101","Member"
318,"2019-04-01 13:53:55","2019-04-01 13:59:14",31418,"New Hampshire & Gallatin St NW",31515,"Fort Totten Metro","W21031","Member"
413,"2019-04-01 13:53:55","2019-04-01 14:00:48",31603,"1st & M St NE",31600,"5th & K St NW","W00141","Member"
1907,"2019-04-01 13:54:09","2019-04-01 14:25:57",31653,"7th & K St NW",31519,"1st & O St NW",75599,"Member"
1606,"2019-04-01 13:54:19","2019-04-01 14:21:06",31227,"13th St & New York Ave NW",31227,"13th St & New York Ave NW","W00825","Member"
530,"2019-04-01 13:54:19","2019-04-01 14:03:10",31620,"5th & F St NW",31627,"3rd & M St NE",77450,"Member"
3878,"2019-04-01 13:54:20","2019-04-01 14:58:59",31615,"6th & H St NE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W22664","Member"
226,"2019-04-01 13:54:33","2019-04-01 13:58:20",31604,"3rd & H St NW",31624,"North Capitol St & F St NW","W21855","Member"
471,"2019-04-01 13:54:35","2019-04-01 14:02:27",31640,"Maryland Ave & E St NE",31655,"New Jersey Ave & F St NW","W20844","Member"
634,"2019-04-01 13:54:36","2019-04-01 14:05:10",31652,"4th & M St SE",31606,"Potomac & Pennsylvania Ave SE","W22697","Member"
3856,"2019-04-01 13:54:46","2019-04-01 14:59:02",31615,"6th & H St NE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W23279","Member"
601,"2019-04-01 13:54:46","2019-04-01 14:04:48",31637,"North Capitol St & G Pl NE",31519,"1st & O St NW","W00950","Member"
928,"2019-04-01 13:55:01","2019-04-01 14:10:30",31010,"S Glebe Rd & Potomac Ave",31071,"Eads St & 12th St S","W00374","Member"
218,"2019-04-01 13:55:30","2019-04-01 13:59:08",31011,"Crystal Dr & 23rd St S",31003,"Crystal Dr & 15th St S",78371,"Member"
440,"2019-04-01 13:55:41","2019-04-01 14:03:01",31225,"C & O Canal & Wisconsin Ave NW",31252,"21st St & Pennsylvania Ave NW",77359,"Member"
758,"2019-04-01 13:56:24","2019-04-01 14:09:03",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31215,"Georgetown Harbor / 30th St NW","W23617","Member"
738,"2019-04-01 13:56:29","2019-04-01 14:08:47",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31215,"Georgetown Harbor / 30th St NW","W20825","Member"
1433,"2019-04-01 13:56:29","2019-04-01 14:20:22",31258,"Lincoln Memorial",31222,"New York Ave & 15th St NW","W20473","Casual"
2640,"2019-04-01 13:56:43","2019-04-01 14:40:43",32075,"White Flint Metro",32053,"Medical Center Metro ","W20429","Member"
1520,"2019-04-01 13:56:43","2019-04-01 14:22:04",31649,"14th & Newton St NW",31204,"20th & E St NW",78370,"Member"
442,"2019-04-01 13:57:09","2019-04-01 14:04:32",31287,"10th St & L'Enfant Plaza SW",31256,"10th & E St NW","W24156","Member"
583,"2019-04-01 13:57:12","2019-04-01 14:06:56",31125,"15th & W St NW",31603,"1st & M St NE","W21026","Member"
1080,"2019-04-01 13:57:26","2019-04-01 14:15:27",31110,"20th St & Florida Ave NW",31281,"8th & O St NW","W23815","Member"
2028,"2019-04-01 13:57:28","2019-04-01 14:31:16",31288,"4th St & Madison Dr NW",31129,"15th St & Pennsylvania Ave NW","W20462","Member"
995,"2019-04-01 13:57:33","2019-04-01 14:14:09",31239,"Rhode Island & Connecticut Ave NW",31290,"17th St & Independence Ave SW","W20221","Member"
632,"2019-04-01 13:57:34","2019-04-01 14:08:07",31244,"4th & E St SW",31606,"Potomac & Pennsylvania Ave SE",75560,"Member"
568,"2019-04-01 13:57:34","2019-04-01 14:07:03",31655,"New Jersey Ave & F St NW",31232,"7th & F St NW / National Portrait Gallery","W22455","Member"
277,"2019-04-01 13:57:37","2019-04-01 14:02:14",31238,"14th & G St NW",31213,"17th & K St NW","W23873","Member"
579,"2019-04-01 13:57:49","2019-04-01 14:07:29",31624,"North Capitol St & F St NW",31271,"Constitution Ave & 2nd St NW/DOL","W00887","Member"
1604,"2019-04-01 13:58:05","2019-04-01 14:24:49",31273,"Hains Point/Buckeye & Ohio Dr SW",31291,"Vermont Ave & I St NW","W23177","Member"
146,"2019-04-01 13:58:19","2019-04-01 14:00:46",31504,"10th & Monroe St NE",31511,"12th & Irving St NE","W20287","Member"
529,"2019-04-01 13:58:22","2019-04-01 14:07:12",31653,"7th & K St NW",31267,"17th St & Massachusetts Ave NW","W22584","Member"
2031,"2019-04-01 13:58:47","2019-04-01 14:32:38",31288,"4th St & Madison Dr NW",31129,"15th St & Pennsylvania Ave NW","W01349","Member"
573,"2019-04-01 13:58:49","2019-04-01 14:08:22",31600,"5th & K St NW",31620,"5th & F St NW","W20500","Member"
543,"2019-04-01 13:58:51","2019-04-01 14:07:54",31048,"King St Metro South",31916,"Potomac Ave & Swann Ave",65012,"Member"
382,"2019-04-01 13:58:52","2019-04-01 14:05:14",31624,"North Capitol St & F St NW",31627,"3rd & M St NE","W22716","Member"
1244,"2019-04-01 13:59:07","2019-04-01 14:19:52",31516,"Rhode Island Ave Metro",31101,"14th & V St NW","W20373","Member"
949,"2019-04-01 13:59:12","2019-04-01 14:15:02",31242,"18th St & Pennsylvania Ave NW",31204,"20th & E St NW","W23039","Member"
1311,"2019-04-01 13:59:20","2019-04-01 14:21:12",31224,"19th & L St NW",31615,"6th & H St NE","W23348","Member"
552,"2019-04-01 13:59:24","2019-04-01 14:08:36",31307,"3000 Connecticut Ave NW / National Zoo",31299,"Connecticut Ave & R St NW","W21391","Member"
545,"2019-04-01 13:59:25","2019-04-01 14:08:30",31102,"11th & Kenyon St NW",31245,"7th & R St NW / Shaw Library","W22737","Member"
260,"2019-04-01 13:59:29","2019-04-01 14:03:50",31620,"5th & F St NW",31262,"11th & F St NW",78228,"Member"
529,"2019-04-01 13:59:34","2019-04-01 14:08:23",31102,"11th & Kenyon St NW",31245,"7th & R St NW / Shaw Library","W21930","Member"
1834,"2019-04-01 13:59:36","2019-04-01 14:30:11",31247,"Jefferson Dr & 14th St SW",31290,"17th St & Independence Ave SW","W21509","Member"
406,"2019-04-01 13:59:38","2019-04-01 14:06:25",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31630,"15th & East Capitol St NE","W20691","Member"
926,"2019-04-01 13:59:46","2019-04-01 14:15:13",31600,"5th & K St NW",31229,"New Hampshire Ave & T St NW","W21782","Member"
195,"2019-04-01 13:59:53","2019-04-01 14:03:09",31298,"15th & M St NW",31291,"Vermont Ave & I St NW","W24141","Member"
72,"2019-04-01 13:59:53","2019-04-01 14:01:06",31241,"Thomas Circle",31241,"Thomas Circle","W01398","Member"
241,"2019-04-01 13:59:55","2019-04-01 14:03:56",31103,"16th & Harvard St NW",31602,"Park Rd & Holmead Pl NW","W20052","Member"
4343,"2019-04-01 13:59:58","2019-04-01 15:12:21",31127,"22nd & H St NW",31298,"15th & M St NW","W23638","Member"
439,"2019-04-01 14:00:25","2019-04-01 14:07:45",31632,"15th & F St NE",31612,"D St & Maryland Ave NE","W21169","Member"
180,"2019-04-01 14:00:27","2019-04-01 14:03:28",31201,"15th & P St NW",31214,"17th & Corcoran St NW","W00341","Member"
179,"2019-04-01 14:00:41","2019-04-01 14:03:40",31267,"17th St & Massachusetts Ave NW",31241,"Thomas Circle","W21498","Member"
275,"2019-04-01 14:00:44","2019-04-01 14:05:20",31221,"18th & M St NW",31252,"21st St & Pennsylvania Ave NW","W00572","Member"
1082,"2019-04-01 14:00:53","2019-04-01 14:18:56",31077,"Iwo Jima Memorial / Meade & 14th St N",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW","W21948","Casual"
720,"2019-04-01 14:00:57","2019-04-01 14:12:57",31605,"3rd & D St SE",31265,"5th St & Massachusetts Ave NW","W20720","Member"
3242,"2019-04-01 14:01:04","2019-04-01 14:55:06",31615,"6th & H St NE",31510,"18th St & Rhode Island Ave NE","W23583","Member"
702,"2019-04-01 14:01:12","2019-04-01 14:12:54",31201,"15th & P St NW",31503,"Florida Ave & R St NW","W00131","Member"
695,"2019-04-01 14:01:24","2019-04-01 14:12:59",31201,"15th & P St NW",31503,"Florida Ave & R St NW","W22220","Casual"
249,"2019-04-01 14:01:28","2019-04-01 14:05:37",31229,"New Hampshire Ave & T St NW",31239,"Rhode Island & Connecticut Ave NW","W00892","Member"
1600,"2019-04-01 14:01:28","2019-04-01 14:28:09",31321,"15th St & Constitution Ave NW",31218,"L'Enfant Plaza / 7th & C St SW",75747,"Member"
574,"2019-04-01 14:01:39","2019-04-01 14:11:13",31298,"15th & M St NW",31125,"15th & W St NW","W21387","Member"
843,"2019-04-01 14:01:39","2019-04-01 14:15:42",31298,"15th & M St NW",31120,"10th & Florida Ave NW","W23159","Member"
183,"2019-04-01 14:01:42","2019-04-01 14:04:46",31201,"15th & P St NW",31276,"15th & L St NW","W23886","Member"
274,"2019-04-01 14:01:54","2019-04-01 14:06:29",31281,"8th & O St NW",31203,"14th & Rhode Island Ave NW","W22905","Member"
457,"2019-04-01 14:01:59","2019-04-01 14:09:36",31320,"American University East Campus",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW","W23610","Member"
12210,"2019-04-01 14:02:06","2019-04-01 17:25:36",31258,"Lincoln Memorial",31231,"14th & D St NW / Ronald Reagan Building","W24049","Casual"
128,"2019-04-01 14:02:11","2019-04-01 14:04:19",31265,"5th St & Massachusetts Ave NW",31600,"5th & K St NW","W00488","Member"
1100,"2019-04-01 14:02:12","2019-04-01 14:20:33",31404,"9th & Upshur St NW",31101,"14th & V St NW","W22704","Member"
